Enroll_Academic_Period,Institution_Name,Gender,Nationality,Total Students
2018-2019 : Spring,Al Ain University of Science and Technology,Male,Non-National,61
2019-2020 : Fall,Al Ain University of Science and Technology,Male,National,309
2019-2020 : Summer 1,Al Ain University of Science and Technology,Male,Non-National,15
2020-2021 : Fall,Al Ain University of Science and Technology,Male,National,320
2020-2021 : Fall,Al Ain University of Science and Technology,Male,Non-National,190
2020-2021 : Spring,Al Ain University of Science and Technology,Male,Non-National,86
2020-2021 : Summer 1,Al Ain University of Science and Technology,Male,National,94
2020-2021 : Summer 1,Al Ain University of Science and Technology,Male,Non-National,66
2021-2022 : Fall,Al Ain University of Science and Technology,Male,National,173
2021-2022 : Fall,Al Ain University of Science and Technology,Male,Non-National,215
2021-2022 : Summer 2,Al Ain University of Science and Technology,Male,National,16
2021-2022 : Summer 2,Al Ain University of Science and Technology,Male,Non-National,36
2022-2023 : Fall,Al Ain University of Science and Technology,Male,National,135
2022-2023 : Spring,Al Ain University of Science and Technology,Male,National,137
2022-2023 : Spring,Al Ain University of Science and Technology,Male,Non-National,138
2012-2013 : Fall,Al Dar University College,Male,Non-National,136
2013-2014 : Fall,Al Dar University College,Male,National,252
2013-2014 : Spring,Al Dar University College,Male,National,118
2013-2014 : Spring,Al Dar University College,Male,Non-National,52
2014-2015 : Fall,Al Dar University College,Male,National,134
2014-2015 : Fall,Al Dar University College,Male,Non-National,81
2016-2017 : Fall,Al Dar University College,Male,National,80
2017-2018 : Fall,Al Dar University College,Male,National,13
2017-2018 : Spring,Al Dar University College,Male,National,25
2017-2018 : Spring,Al Dar University College,Male,Non-National,39
2018-2019 : Spring,Al Dar University College,Male,National,103
2018-2019 : Spring,Al Dar University College,Male,Non-National,36
2018-2019 : Summer 1,Al Dar University College,Male,National,21
2018-2019 : Summer 1,Al Dar University College,Male,Non-National,10
2021-2022 : Fall,University Saint-Joseph,Female,National,6
2021-2022 : Spring,University Saint-Joseph,Female,National,6
2021-2022 : Spring,University Saint-Joseph,Female,Non-National,8
2022-2023 : Spring,University Saint-Joseph,Female,National,1
2013-2014 : Fall,Zayed University,Female,National,2055
2013-2014 : Fall,Zayed University,Female,Non-National,54
2013-2014 : Spring,Zayed University,Female,Non-National,51
2014-2015 : Fall,Zayed University,Female,National,1688
2014-2015 : Fall,Zayed University,Female,Non-National,36
2015-2016 : Fall,Zayed University,Female,Non-National,23
2016-2017 : Fall,Zayed University,Female,National,1772
2016-2017 : Spring,Zayed University,Female,National,318
2017-2018 : Fall,Zayed University,Female,National,2020
2017-2018 : Fall,Zayed University,Female,Non-National,108
2017-2018 : Spring,Zayed University,Female,National,366
2017-2018 : Spring,Zayed University,Female,Non-National,6
2018-2019 : Fall,Zayed University,Female,National,1876
2018-2019 : Spring,Zayed University,Female,National,314
2020-2021 : Fall,Zayed University,Female,Non-National,11
2020-2021 : Spring,Zayed University,Female,National,282
2020-2021 : Spring,Zayed University,Female,Non-National,9
2021-2022 : Fall,Zayed University,Female,National,1968
2021-2022 : Fall,Zayed University,Female,Non-National,20
2022-2023 : Spring,Zayed University,Female,Non-National,6
2013-2014 : Fall,Abu Dhabi Polytechnic,Male,National,231
2013-2014 : Spring,Abu Dhabi Polytechnic,Male,National,63
2014-2015 : Fall,Abu Dhabi Polytechnic,Male,National,132
2014-2015 : Spring,Abu Dhabi Polytechnic,Male,National,72
2015-2016 : Fall,Abu Dhabi Polytechnic,Male,National,304
2015-2016 : Spring,Abu Dhabi Polytechnic,Male,National,75
2016-2017 : Fall,Abu Dhabi Polytechnic,Male,National,363
2016-2017 : Spring,Abu Dhabi Polytechnic,Male,National,150
2017-2018 : Fall,Abu Dhabi Polytechnic,Male,National,230
2018-2019 : Spring,Abu Dhabi Polytechnic,Male,National,81
2019-2020 : Fall,Abu Dhabi Polytechnic,Male,National,87
2019-2020 : Spring,Abu Dhabi Polytechnic,Male,National,59
2019-2020 : Winter,Abu Dhabi Polytechnic,Male,National,110
2020-2021 : Fall,Abu Dhabi Polytechnic,Male,National,168
2020-2021 : Spring,Abu Dhabi Polytechnic,Male,National,163
2020-2021 : Spring,Abu Dhabi Polytechnic,Male,Non-National,1
2022-2023 : Spring,Abu Dhabi Polytechnic,Male,National,94
2013-2014 : Spring,Abu Dhabi School of Management,Male,Non-National,2
2016-2017 : Fall,Abu Dhabi School of Management,Male,National,41
2016-2017 : Fall,Abu Dhabi School of Management,Male,Non-National,1
2016-2017 : Spring,Abu Dhabi School of Management,Male,National,51
2017-2018 : Fall,Abu Dhabi School of Management,Male,National,43
2017-2018 : Fall,Abu Dhabi School of Management,Male,Non-National,13
2018-2019 : Fall,Abu Dhabi School of Management,Male,National,81
2018-2019 : Fall,Abu Dhabi School of Management,Male,Non-National,2
2019-2020 : Fall,Abu Dhabi School of Management,Male,National,97
2019-2020 : Spring,Abu Dhabi School of Management,Male,National,38
2020-2021 : Fall,Abu Dhabi School of Management,Male,National,64
2020-2021 : Fall,Abu Dhabi School of Management,Male,Non-National,1
2012-2013 : Fall,Abu Dhabi University,Male,National,127
2012-2013 : Spring,Abu Dhabi University,Male,National,77
2012-2013 : Spring,Abu Dhabi University,Male,Non-National,109
2013-2014 : Fall,Abu Dhabi University,Male,Non-National,177
2019-2020 : Fall,Al Dar University College,Male,Non-National,135
2019-2020 : Spring,Al Dar University College,Male,Non-National,52
2019-2020 : Summer 1,Al Dar University College,Male,National,66
2019-2020 : Summer 1,Al Dar University College,Male,Non-National,20
2015-2016 : Fall,Al Falah University,Male,National,268
2015-2016 : Fall,Al Falah University,Male,Non-National,23
2015-2016 : Spring,Al Falah University,Male,Non-National,11
2017-2018 : Summer 1,Al Falah University,Male,Non-National,2
2017-2018 : Winter,Al Falah University,Male,National,46
2019-2020 : Fall,Al Falah University,Male,National,61
2019-2020 : Fall,Al Falah University,Male,Non-National,23
2019-2020 : Spring,Al Falah University,Male,National,39
2019-2020 : Spring,Al Falah University,Male,Non-National,4
2019-2020 : Summer 1,Al Falah University,Male,National,4
2019-2020 : Summer 2,Al Falah University,Male,National,5
2020-2021 : Fall,Al Falah University,Male,National,37
2020-2021 : Fall,Al Falah University,Male,Non-National,13
2020-2021 : Spring,Al Falah University,Male,National,27
2020-2021 : Summer 2,Al Falah University,Male,National,4
2020-2021 : Summer 2,Al Falah University,Male,Non-National,2
2021-2022 : Spring,Al Falah University,Male,National,8
2021-2022 : Spring,Al Falah University,Male,Non-National,5
2013-2014 : Fall,Al Ghurair University,Male,National,125
2013-2014 : Fall,Al Ghurair University,Male,Non-National,91
2013-2014 : Spring,Al Ghurair University,Male,Non-National,40
2014-2015 : Fall,Al Ghurair University,Male,National,66
2014-2015 : Fall,Al Ghurair University,Male,Non-National,164
2014-2015 : Spring,Al Ghurair University,Male,Non-National,56
2015-2016 : Fall,Al Ghurair University,Male,Non-National,159
2016-2017 : Fall,Al Ghurair University,Male,National,78
2016-2017 : Spring,Al Ghurair University,Male,National,49
2017-2018 : Fall,Al Ghurair University,Male,Non-National,109
2017-2018 : Spring,Al Ghurair University,Male,National,36
2017-2018 : Spring,Al Ghurair University,Male,Non-National,45
2018-2019 : Fall,Al Ghurair University,Male,National,51
2019-2020 : Spring,Al Ghurair University,Male,Non-National,17
2019-2020 : Summer 1,Al Ghurair University,Male,National,2
2020-2021 : Fall,Al Ghurair University,Male,Non-National,21
2020-2021 : Spring,Al Ghurair University,Male,National,9
2020-2021 : Spring,Al Ghurair University,Male,Non-National,7
2021-2022 : Fall,Al Ghurair University,Male,National,26
2012-2013 : Fall,Al Hosn University,Male,National,92
2012-2013 : Spring,Al Hosn University,Male,National,67
2012-2013 : Spring,Al Hosn University,Male,Non-National,56
2013-2014 : Fall,Al Hosn University,Male,Non-National,74
2013-2014 : Spring,Al Hosn University,Male,Non-National,57
2012-2013 : Fall,Al Khawarizmi International College,Male,National,276
2012-2013 : Fall,Al Khawarizmi International College,Male,Non-National,138
2014-2015 : Fall,Al Khawarizmi International College,Male,National,96
2014-2015 : Spring,Al Khawarizmi International College,Male,Non-National,106
2015-2016 : Spring,Al Khawarizmi International College,Male,National,36
2017-2018 : Spring,Al Khawarizmi International College,Male,National,76
2018-2019 : Spring,Al Khawarizmi International College,Male,National,87
2019-2020 : Fall,Al Khawarizmi International College,Male,Non-National,61
2019-2020 : Spring,Al Khawarizmi International College,Male,National,61
2019-2020 : Spring,Al Khawarizmi International College,Male,Non-National,37
2013-2014 : Spring,Abu Dhabi University,Male,Non-National,134
2014-2015 : Spring,Abu Dhabi University,Male,Non-National,121
2015-2016 : Fall,Abu Dhabi University,Male,Non-National,257
2016-2017 : Fall,Abu Dhabi University,Male,Non-National,355
2016-2017 : Spring,Abu Dhabi University,Male,National,184
2016-2017 : Spring,Abu Dhabi University,Male,Non-National,159
2017-2018 : Fall,Abu Dhabi University,Male,Non-National,435
2017-2018 : Summer 1,Abu Dhabi University,Male,National,31
2017-2018 : Summer 1,Abu Dhabi University,Male,Non-National,7
2017-2018 : Winter,Abu Dhabi University,Male,National,46
2017-2018 : Winter,Abu Dhabi University,Male,Non-National,42
2019-2020 : Fall,Abu Dhabi University,Male,Non-National,290
2019-2020 : Winter,Abu Dhabi University,Male,National,307
2019-2020 : Winter,Abu Dhabi University,Male,Non-National,38
2020-2021 : Fall,Abu Dhabi University,Male,Non-National,245
2020-2021 : Summer 1,Abu Dhabi University,Male,Non-National,22
2020-2021 : Winter,Abu Dhabi University,Male,National,503
2020-2021 : Winter,Abu Dhabi University,Male,Non-National,58
2021-2022 : Fall,Abu Dhabi University,Male,Non-National,228
2021-2022 : Spring,Abu Dhabi University,Male,National,233
2022-2023 : Fall,Abu Dhabi University,Male,National,460
2022-2023 : Spring,Abu Dhabi University,Male,National,513
2022-2023 : Spring,Abu Dhabi University,Male,Non-National,94
2022-2023 : Winter,Abu Dhabi University,Male,National,244
2022-2023 : Winter,Abu Dhabi University,Male,Non-National,65
2012-2013 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,National,43
2013-2014 : Spring,Abu Dhabi Vocational Education & Training Institute,Male,National,145
2015-2016 : Spring,Abu Dhabi Vocational Education & Training Institute,Male,Non-National,13
2016-2017 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,National,231
2016-2017 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,Non-National,8
2016-2017 : Spring,Abu Dhabi Vocational Education & Training Institute,Male,National,85
2016-2017 : Spring,Abu Dhabi Vocational Education & Training Institute,Male,Non-National,16
2017-2018 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,Non-National,194
2018-2019 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,National,178
2018-2019 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,Non-National,7
2019-2020 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,National,239
2019-2020 : Spring,Abu Dhabi Vocational Education & Training Institute,Male,National,136
2020-2021 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,National,121
2021-2022 : Fall,Abu Dhabi Vocational Education & Training Institute,Male,Non-National,248
2021-2022 : Spring,Abu Dhabi Vocational Education & Training Institute,Male,National,58
2022-2023 : Spring,Abu Dhabi Vocational Education & Training Institute,Male,National,295
2013-2014 : Fall,Ajman University,Male,National,264
2013-2014 : Spring,Ajman University,Male,Non-National,214
2014-2015 : Fall,Ajman University,Male,National,152
2014-2015 : Fall,Ajman University,Male,Non-National,628
2014-2015 : Spring,Ajman University,Male,Non-National,167
2015-2016 : Fall,Ajman University,Male,Non-National,487
2016-2017 : Fall,Ajman University,Male,National,112
2016-2017 : Spring,Ajman University,Male,National,53
2017-2018 : Fall,Ajman University,Male,National,89
2017-2018 : Fall,Ajman University,Male,Non-National,525
2017-2018 : Spring,Ajman University,Male,National,14
2020-2021 : Spring,Al Khawarizmi International College,Male,National,5
2021-2022 : Spring,Al Khawarizmi International College,Male,Non-National,28
2022-2023 : Fall,Al Khawarizmi International College,Male,Non-National,51
2019-2020 : Spring,Al Qasimiya University,Male,National,4
2019-2020 : Spring,Al Qasimiya University,Male,Non-National,584
2020-2021 : Fall,Al Qasimiya University,Male,Non-National,530
2020-2021 : Spring,Al Qasimiya University,Male,National,6
2020-2021 : Spring,Al Qasimiya University,Male,Non-National,623
2021-2022 : Fall,Al Qasimiya University,Male,National,4
2021-2022 : Spring,Al Qasimiya University,Male,Non-National,712
2022-2023 : Fall,Al Qasimiya University,Male,Non-National,57
2012-2013 : Fall,Al Wasl University,Male,Non-National,90
2013-2014 : Fall,Al Wasl University,Male,National,4
2014-2015 : Fall,Al Wasl University,Male,National,3
2014-2015 : Fall,Al Wasl University,Male,Non-National,165
2015-2016 : Fall,Al Wasl University,Male,Non-National,4
2016-2017 : Fall,Al Wasl University,Male,National,8
2016-2017 : Spring,Al Wasl University,Male,National,6
2017-2018 : Fall,Al Wasl University,Male,National,43
2018-2019 : Spring,Al Wasl University,Male,National,2
2019-2020 : Fall,Al Wasl University,Male,Non-National,102
2019-2020 : Spring,Al Wasl University,Male,Non-National,3
2020-2021 : Fall,Al Wasl University,Male,Non-National,7
2020-2021 : Spring,Al Wasl University,Male,National,1
2020-2021 : Spring,Al Wasl University,Male,Non-National,2
2021-2022 : Fall,Al Wasl University,Male,National,3
2021-2022 : Spring,Al Wasl University,Male,Non-National,3
2012-2013 : Fall,American College of Dubai,Male,National,5
2013-2014 : Fall,American College of Dubai,Male,National,1
2013-2014 : Fall,American College of Dubai,Male,Non-National,61
2014-2015 : Fall,American College of Dubai,Male,National,4
2014-2015 : Fall,American College of Dubai,Male,Non-National,46
