Academic Year _____,Education Type ___ _______ (AR),Education Type ___ _______ (EN), Region _______ _________ (AR), Region _______ _________ (EN),Cycle ______ (AR),Cycle ______ (EN),Grade ____ (AR),Grade ____ (EN),Gender _____ (AR),Gender _____ (EN),Emirati\Expat _____/____ (AR),Emirati\Expat _____/____ (EN),Pass Percentage ____ ______,Students Count ___ ______
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,100.00%,50
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Expat,99.58%,947
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,____,Female,_______,Emirati,100.00%,52
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Expat,99.54%,864
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,___,Male,_______,Emirati,100.00%,63
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Expat,100.00%,778
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,____,Female,_______,Emirati,92.54%,67
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Expat,98.86%,790
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,___,Male,_______,Emirati,89.29%,112
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Expat,96.93%,749
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,_______,Emirati,100.00%,105
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Expat,100.00%,805
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,_______,Emirati,100.00%,221
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,____,Expat,99.87%,772
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,94.52%,73
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Expat,99.86%,706
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,_______,Emirati,95.86%,169
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Expat,99.20%,747
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,97.14%,70
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Expat,99.48%,774
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,94.94%,158
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Expat,97.81%,732
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,____,Female,_______,Emirati,100.00%,59
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Expat,99.17%,847
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,98.02%,101
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Expat,98.56%,766
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,98.18%,55
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Expat,99.50%,796
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,100.00%,56
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Expat,99.87%,744
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,96.83%,63
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Expat,99.33%,749
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,98.11%,106
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Expat,98.73%,707
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,98.46%,65
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Expat,99.49%,789
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,___,Male,_______,Emirati,100.00%,85
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Expat,99.05%,736
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Expat,100.00%,55
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,100.00%,2
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Expat,100.00%,52
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Expat,100.00%,43
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 3,___,Male,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 3,___,Male,____,Expat,100.00%,49
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 2,____,Female,____,Expat,100.00%,51
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,100.00%,2
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Expat,100.00%,45
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Expat,100.00%,53
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Expat,100.00%,26
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Expat,100.00%,35
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Expat,94.87%,39
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Expat,100.00%,40
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Expat,100.00%,41
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Expat,100.00%,31
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Expat,97.56%,41
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Expat,100.00%,46
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Expat,96.77%,31
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,0.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Expat,100.00%,31
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Expat,100.00%,40
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,100.00%,2
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Expat,100.00%,44
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Expat,100.00%,43
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Expat,100.00%,42
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,100.00%,1
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Expat,94.12%,34
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Expat,100.00%,39
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,100.00%,26
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Expat,99.26%,406
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,100.00%,23
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Expat,99.49%,396
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,100.00%,39
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Expat,99.22%,515
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 3,___,Male,_______,Emirati,97.22%,36
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 3,___,Male,____,Expat,98.32%,475
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 2,____,Female,_______,Emirati,100.00%,31
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 2,____,Female,____,Expat,99.56%,454
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,100.00%,37
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Expat,99.37%,477
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 4,____,Female,_______,Emirati,100.00%,32
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Expat,99.79%,466
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 4,___,Male,_______,Emirati,100.00%,50
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Expat,99.09%,440
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______,Grade 9,____,Female,_______,Emirati,96.67%,60
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Expat,97.83%,552
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______,Grade 9,___,Male,_______,Emirati,98.55%,69
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Expat,97.62%,505
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,_______,Emirati,100.00%,56
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Expat,100.00%,491
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,_______,Emirati,98.23%,113
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,____,Expat,100.00%,533
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,100.00%,47
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Expat,99.60%,499
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,_______,Emirati,99.21%,126
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Expat,98.46%,585
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,96.08%,51
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Expat,98.87%,532
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,92.23%,103
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Expat,98.43%,636
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 8,____,Female,_______,Emirati,95.00%,40
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Expat,98.33%,420
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,97.27%,110
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Expat,98.31%,474
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,100.00%,35
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Expat,99.27%,413
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,100.00%,79
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Expat,98.67%,450
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,100.00%,47
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Expat,98.12%,426
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,99.09%,110
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Expat,98.56%,485
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,100.00%,35
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Expat,98.79%,413
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 6,___,Male,_______,Emirati,99.12%,113
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___,DUBAI,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Expat,98.91%,460
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___ ______,Ras Al Khaimah,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,100.00%,50
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___ ______,Ras Al Khaimah,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Expat,97.21%,287
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___ ______,Ras Al Khaimah,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,100.00%,54
2020-2021,_____ ______ _____ _____,Private Schools MOE Curriculum,___ ______,Ras Al Khaimah,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Expat,97.44%,352
